Country Code,Country Name,Year,"Foreign direct investment, net inflows (BoP, current US$)",Total reserves (gold + US$),Consumer Price,Time required to start a business (days),Total tax and contribution rate (PCT of profit),Final Consumption Expenditure,Exports of goods and services (PCT of GDP),Imports of goods and services (PCT of GDP),Gross Domestic Product,GDP Growth,GNI Per Capita,Gross Savings,"Primary completion rate, total (PCT of relevant age group)",Expenditure Education,Unemployment,"Intentional homicides (per 100,000 people)",Access Elect.,Basic Sanitation,Population Density,Maternal Mortality,Refugee population by country or territory of asylum,Refugee population by country or territory of origin,Research and development expenditure (PCT of GDP),Mobile Subs.,"Labour force, total",Population Total,GDP per_capita,"Natural Change, Births minus Deaths (thousands)","Rate of Natural Change (per 1,000 population)",Population Growth Rate (percentage),"Crude Birth Rate (births per 1,000 population)","Median Age, as of 1 July (years)","Life Expectancy at Birth, both sexes (years)",Net Number of Migrants (thousands),"Net Migration Rate (per 1,000 population)","Infant Mortality Rate (infant deaths per 1,000 live births)","Infant Deaths, under age 1 (thousands)"
BGD,Bangladesh,2008,1328422986.51751,5787356027.0945,87.7263034206632,19.82857142857143,34.25714285714285,3.92741289251899,17.6588584820757,24.9620555504832,91631278239.3237,6.01378975903386,660.0,37.3825328689718,59.0229911804199,2.0545699596405,4.56699991226196,2.8405278727785,54.7355155944824,46.48911339,1143.16519935469,273.0,28384.0,10097.0,0.7927416641621845,30.69701239,55151452.0,145421318.0,2163.55442727762,2400.271,16.429,0.694,23.13,21.673,67.051,-1390.782,-9.52,43.004,146.053
BGD,Bangladesh,2009,901286583.13086,10341543873.7537,92.484115240665,19.82857142857143,34.25714285714285,2.54379118327674,16.9401329056133,23.1526633174097,102477791472.39,5.0451247936724,720.0,38.9761185689537,65.4580383300781,1.9394199848175,5.0,2.89121530031959,57.56884765625,47.06214004,1155.83243450872,258.0,228587.0,10428.0,0.7927416641621845,35.00813289,55755783.0,146706810.0,2264.87149858925,2302.296,15.656,1.064,22.268,21.926,67.403,-740.788,-5.038,40.961,134.887
BGD,Bangladesh,2010,1232258246.59254,11174828666.9521,100.0,19.82857142857143,34.25714285714285,4.7560767302481,16.0241126856916,21.7787299851405,115279077465.226,5.57178818849806,800.0,38.7814710218957,67.8321914672852,2.0646957814693443,3.38000011444092,2.70234680592128,55.2599983215332,47.62627044,1168.84921256818,242.0,229256.0,10046.0,0.7927416641621845,45.77354649,56625230.0,148391139.0,2393.31583163503,2269.42,15.273,1.218,21.379,22.228,68.638,-462.265,-3.111,39.033,124.693
BGD,Bangladesh,2011,1264725163.33408,9174749651.12681,111.39516515524,19.82857142857143,34.25714285714285,6.50874740012581,19.9220749554939,27.4987748801959,128637938711.386,6.46437912291931,890.0,38.0572359176733,112.357872009277,2.13269996643066,3.77099990844727,2.65687461214555,59.5999984741211,48.1815046,1182.39161097027,228.0,229669.0,10047.0,0.7927416641621845,56.1667898,57602724.0,150211005.0,2570.85014525476,2173.719,14.457,1.22,20.569,22.562,68.809,-341.152,-2.269,37.235,115.726
BGD,Bangladesh,2012,1584403459.98466,12754226899.6072,118.321164250415,19.82857142857143,34.25714285714285,4.04208875058707,20.1615888634893,27.9493338841896,133355749482.478,6.52145878055326,970.0,40.5958968437059,82.15152804056795,2.04667067527771,4.11899995803833,2.72439987427497,66.1555709838867,48.72784251,1196.33596834908,214.0,230696.0,10159.0,0.7927416641621845,63.89610407,58662412.0,152090649.0,2756.44346659312,2168.746,14.249,1.267,20.117,22.915,69.554,-242.022,-1.59,35.558,109.09
BGD,Bangladesh,2013,2602962095.36816,18087689200.062,127.231228786487,21.8,35.4,5.17339837739361,19.5378741103687,26.7585286136071,149990451022.29,6.0136056584178,1030.0,39.7459359148747,82.15152804056795,1.96616005897522,4.42999982833862,2.87572621497027,61.5,49.26528417,1210.50389490666,201.0,231142.0,9720.0,0.7927416641621845,75.66900657,59781775.0,154030139.0,2934.64435240001,2146.306,13.925,1.267,19.9,23.277,69.565,-194.048,-1.259,33.94,104.105
BGD,Bangladesh,2014,2539190939.6837,22319788312.4797,136.126776861358,19.5,35.4,4.27597432874423,18.9896599950107,25.5244202017989,172885454931.453,6.0610593589202,1100.0,37.7792925787848,82.15152804056795,2.09871673583984,4.38399982452393,2.92135412465076,62.4000015258789,49.79382958,1224.59306291772,188.0,232468.0,10868.0,0.7927416641621845,81.34459807,60904128.0,155961299.0,3131.92266183321,2129.681,13.646,1.225,19.537,23.644,69.986,-219.628,-1.407,32.388,98.872
BGD,Bangladesh,2015,2831152765.15515,27493077971.9949,144.558850888013,19.5,34.4,6.02872476139467,17.3366737865485,24.7493225204896,195078678697.23,6.55263987878382,1210.0,36.7337698577498,82.15152804056795,1.87225413322449,4.36600017547607,2.58229609666842,74.9037399291992,50.31347874,1238.38738572636,176.0,231954.0,12154.0,0.7927416641621845,83.23875309,62009867.0,157830000.0,3335.75979065344,2113.864,13.382,1.158,19.158,24.018,70.491,-286.512,-1.814,30.877,93.572
BGD,Bangladesh,2016,2332724780.71108,32283838538.9037,152.529140322278,19.5,34.4,3.39913311451437,13.9212044814459,17.4129456531683,265236247989.155,7.11347821325363,1410.0,37.280063660542,82.15152804056795,2.22119998931885,4.34999990463257,2.27311353399455,75.9199981689453,50.82423166,1251.83652147192,282.5,276203.0,13842.0,0.7927416641621845,85.10324101,63166278.0,159784568.0,3579.75679134845,2136.799,13.37,1.303,19.002,24.395,71.09,-55.013,-0.344,29.392,89.234
BGD,Bangladesh,2017,1810395803.56746,33431482893.1712,161.226458913586,19.5,33.4,6.34441323743775,12.8197468906003,17.179983781834,293754646182.389,6.59024999794057,1650.0,35.2848429099927,82.15152804056795,2.21661949157715,4.36999988555908,2.22249468847879,88.0,51.32608833,1139.1128641730954,282.5,932209.0,16780.0,0.7927416641621845,93.29458051,67164740.0,161793964.0,2229.9653674353776,2112.76,13.053,1.197,18.495,24.777,71.788,-175.755,-1.086,27.961,83.897
BGD,Bangladesh,2018,2421626238.43717,32028383716.5949,170.164243384102,19.5,33.4,9.07700255256323,12.6747879443391,19.8398437797492,321379023557.462,7.31941263014136,2020.0,35.4587859066099,82.15152804056795,1.94795548915863,4.41300010681152,2.37332879620618,91.8000030517578,51.81904875,1139.1128641730954,282.5,906640.0,21022.0,0.7927416641621845,98.83168698,68602526.0,163683958.0,2229.9653674353776,2166.371,13.221,1.126,18.462,25.159,72.567,-323.38,-1.974,26.556,80.239
BGD,Bangladesh,2019,1908045387.02685,32696936140.2925,179.679821747048,19.5,33.4,5.52580295476939,13.0947560042783,18.4832952771891,351238474244.667,7.88191515117722,2210.0,36.3534949430264,82.15152804056795,1.97184658050537,4.43800020217896,2.6750030525774773,92.1999969482422,52.30311292,1139.1128641730954,282.5,854779.0,22766.0,0.7927416641621845,100.0336994,69947900.0,165516222.0,2229.9653674353776,2165.596,13.07,1.101,18.35,25.537,72.806,-344.054,-2.076,25.243,76.71
BGD,Bangladesh,2020,1525312160.40493,43171735335.8001,189.905534708779,19.82857142857143,34.25714285714285,2.90865754292224,10.442787732227,15.8286588153584,373902134700.41,3.44802145482763,2300.0,37.190096855161,82.15152804056795,2.04921746253967,5.41300010681152,2.6750030525774773,96.1999969482422,52.77828084,1139.1128641730954,282.5,866534.0,18948.0,0.7927416641621845,105.2911628,69331239.0,167420951.0,2229.9653674353776,2049.056,12.237,1.187,18.053,25.907,71.968,-61.154,-0.365,24.033,72.708
BGD,Bangladesh,2021,1388504952.98569,46165532457.1555,200.437039174984,19.82857142857143,34.25714285714285,7.92038261406178,10.6627789004134,17.0612258032497,416264942893.326,6.93867508910159,2570.0,36.0505892037509,121.917526245117,2.11938500404358,5.22900009155273,2.6750030525774773,60.17365446544829,47.3589871,1139.1128641730954,282.5,918907.0,22672.0,0.7927416641621845,106.8878332,70961067.0,169356251.0,2229.9653674353776,2057.193,12.141,1.112,17.821,26.28,72.381,-174.5,-1.03,22.911,69.207
BRB,Barbados,2000,73696943.905,472693479.363243,67.2938918008204,17.333333333333332,34.94444444444444,3.8060020325309036,43.2358228468704,47.3427030560549,3059500000.0,4.44718962322422,11060.0,10.6519468050335,98.3906936645508,4.71585988998413,9.35000038146973,7.36618405884108,100.0,76.49538624744093,627.551162790698,48.0,968310.5031118735,5.0,0.7927416641621845,10.75618631,142025.0,264657.0,12275.0544973305,1.189,4.485,0.131,13.955,32.435,74.089,-0.833,-3.144,13.676,0.051
BRB,Barbados,2001,91504910.94,690373663.970562,69.0286172321325,17.333333333333332,34.94444444444444,3.8060020325309036,40.9723358978556,45.3904075953511,3054500000.0,-2.36546422235364,10910.0,8.49327868718285,106.100860595703,6.05536985397339,9.85000038146973,9.17451393425176,100.0,76.49538624744093,629.5,46.0,968310.5031118735,6.0,0.7927416641621845,20.01341488,144594.0,265377.0,12219.6287842379,1.191,4.485,0.411,13.823,32.802,74.247,-0.103,-0.388,13.87,0.051
BRB,Barbados,2002,228343253.8,668514868.724441,69.1150752011193,17.333333333333332,34.94444444444444,3.8060020325309036,38.9859971028489,44.4857556735876,3106500000.0,0.787401574803141,10930.0,9.52174062530179,103.478050231934,5.88062000274658,10.3199996948242,9.14334200122155,100.0,76.49538624744093,631.344186046512,46.0,968310.5031118735,6.0,0.7927416641621845,36.47632809,143335.0,266455.0,12468.8428643262,1.193,4.474,0.4,13.77,33.115,74.366,-0.121,-0.454,14.046,0.052
BRB,Barbados,2003,184701288.595,737943173.036773,70.2343476740119,17.333333333333332,34.94444444444444,3.8060020325309036,42.9584047359402,47.1335098925066,3209500000.0,2.17548076923077,11590.0,11.8467990341175,106.610549926758,6.24569988250732,11.0,12.0292639184051,100.0,76.49538624744093,633.158139534884,46.0,968310.5031118735,8.0,0.7927416641621845,52.33664425,145813.0,267499.0,12956.3815766355,1.164,4.351,0.382,13.68,33.414,74.472,-0.145,-0.542,14.175,0.052
BRB,Barbados,2004,228334500.0,579857104.076333,71.2137110877929,17.333333333333332,34.94444444444444,3.8060020325309036,41.6867469879518,50.359994193642,3444500000.0,1.41159863545465,12600.0,8.12492645635875,97.660530090332,6.02428007125854,9.56999969482422,7.99177573624234,99.9967422485352,76.49538624744093,635.095348837209,47.0,968310.5031118735,10.0,0.7927416641621845,74.53790432,147648.0,268505.0,13458.7451634791,1.152,4.289,0.369,13.547,33.713,74.727,-0.159,-0.592,14.23,0.052
BRB,Barbados,2005,390061395.8643,603465289.14044,75.5450623761222,17.333333333333332,34.94444444444444,3.8060020325309036,44.8147663306716,52.8014137976175,3819500000.0,3.95545760352627,13580.0,3.83229641351843,91.6477966308594,5.66965007781982,9.07999992370605,10.4950781702374,99.9804534912109,76.49538624744093,637.23023255814,40.0,968310.5031118735,8.0,0.7927416641621845,76.51487882,148408.0,269477.0,14394.218759436,1.119,4.153,0.354,13.371,34.025,74.89,-0.172,-0.638,14.177,0.051
BRB,Barbados,2006,342267498.215,636089800.395959,81.0656406669,17.333333333333332,34.94444444444444,3.8060020325309036,45.9685267697729,50.548307522639,4217450800.0,6.11271256415979,14610.0,8.1589363343551,93.9386215209961,5.253076994419098,8.72999954223633,12.6137489863952,100.0,76.49538624744093,639.625581395349,36.0,968310.5031118735,28.0,0.7927416641621845,87.68350676,145822.0,270425.0,15618.7541463203,1.107,4.095,0.349,13.177,34.351,75.068,-0.16,-0.591,14.079,0.05
BRB,Barbados,2007,476404576.96,839429792.734651,84.336014923633,17.333333333333332,34.94444444444444,3.8060020325309036,43.7290702221709,47.4143446219796,4674007450.0,2.07764892490671,15940.0,13.573612239359,92.2757873535156,5.22038984298706,7.40999984741211,8.97018668752534,100.0,76.49538624744093,642.209302325581,38.0,968310.5031118735,39.0,0.7927416641621845,94.89839525,146641.0,271444.0,16251.6671163771,1.074,3.958,0.403,12.943,34.679,75.342,0.019,0.07,13.95,0.049
BRB,Barbados,2008,615122884.63,738527014.772726,91.1740701877111,17.333333333333332,34.94444444444444,3.8060020325309036,43.6861592671534,50.8576403839634,4784925100.0,0.640098143663977,16600.0,8.23439686875141,94.6002578735352,4.92259979248047,8.11999988555908,8.21587020353925,100.0,76.49538624744093,644.927906976744,36.0,968310.5031118735,33.0,0.7927416641621845,105.8785556,147080.0,272635.0,16565.9574146395,0.995,3.655,0.473,12.681,34.99,75.447,0.296,1.087,13.81,0.048
BRB,Barbados,2009,356008255.11,871145394.006876,94.4963273871983,17.333333333333332,34.94444444444444,3.8060020325309036,42.6577740302643,45.7995287726176,4465657300.0,-5.01774449150307,16160.0,7.23906247068042,95.7474899291992,5.11617994308472,10.0200004577637,6.75899212755285,100.0,76.49538624744093,647.604651162791,34.0,968310.5031118735,28.0,0.7927416641621845,123.1084181,146320.0,273791.0,15951.042765202,0.946,3.459,0.374,12.396,35.288,75.678,0.075,0.274,13.672,0.047
BRB,Barbados,2010,425337312.585,833540950.447842,100.0,17.333333333333332,34.94444444444444,3.8060020325309036,38.9255609189223,47.9974484364355,4529928300.0,-2.36516470308347,15960.0,6.68398957408995,95.6165771484375,6.0543999671936,10.6899995803833,10.9878035380727,100.0,76.49538624744093,650.160465116279,33.0,968310.5031118735,29.0,0.7927416641621845,127.4288252,146204.0,274711.0,16124.9948326257,0.845,3.078,0.297,12.115,35.599,75.712,-0.036,-0.131,13.549,0.045
BRB,Barbados,2011,459552936.365,812596875.611228,109.432202401772,18.0,35.0,3.8060020325309036,37.9318163176029,48.6602887182856,4657699450.0,-0.687779067594548,15450.0,2.11489070461437,98.1675415039063,5.253076994419098,11.1899995803833,9.54107432496899,100.0,76.49538624744093,652.560465116279,31.0,968310.5031118735,42.0,0.7927416641621845,126.2920802,149131.0,275486.0,16472.0832008577,0.797,2.894,0.267,11.846,35.918,75.917,-0.054,-0.196,13.423,0.044
BRB,Barbados,2012,528045664.5074,839722748.012763,114.393144456104,18.0,34.7,3.8060020325309036,39.287685115451,47.9382641923292,4610096000.0,-0.432679126746706,16150.0,4.58302485982477,96.72417593002322,5.26274013519287,11.5900001525879,7.75472509499538,100.0,76.49538624744093,654.848837209302,29.0,968310.5031118735,50.0,0.7927416641621845,126.4657963,146825.0,276197.0,16763.8855016143,0.753,2.724,0.249,11.603,36.241,76.099,-0.064,-0.232,13.299,0.043
BRB,Barbados,2013,104089451.159478,680957827.153573,116.468355477784,18.0,34.6,3.8060020325309036,40.9257725316828,51.2726681626032,4677248300.0,-1.44740681837786,16080.0,5.40767141140019,96.72417593002322,5.14899015426636,11.5500001907349,8.44196500805504,100.0,76.49538624744093,656.997674418605,28.0,968310.5031118735,63.0,0.7927416641621845,111.1400863,148815.0,276865.0,16980.4440097176,0.703,2.541,0.234,11.392,36.561,76.275,-0.065,-0.235,13.152,0.042
BRB,Barbados,2014,753687476.11428,632258680.138622,118.52926677929,19.0,34.6,3.8060020325309036,40.0151662643733,49.748268565528,4696344350.0,-0.0872629534726741,16050.0,4.74011010146853,96.72417593002322,6.14349985122681,12.1700000762939,8.77731940665321,100.0,76.49538624744093,659.03488372093,28.0,968310.5031118735,82.0,0.7927416641621845,110.077011,143345.0,277493.0,17234.872312195,0.673,2.424,0.219,11.221,36.873,76.476,-0.065,-0.234,12.947,0.04
BRB,Barbados,2015,688525943.309105,553604323.881265,117.210285040264,19.0,34.7,3.8060020325309036,40.0511900121642,47.2914071082571,4724691200.0,2.47261987248125,16170.0,5.24278322087009,96.72417593002322,5.3829197883606,9.80000019073486,10.8647271376351,100.0,76.49538624744093,660.96976744186,27.0,968310.5031118735,95.0,0.7927416641621845,120.3928324,144417.0,278083.0,17527.8328511429,0.645,2.323,0.206,11.095,37.177,76.65,-0.065,-0.234,12.69,0.039
BRB,Barbados,2016,557500316.04356,431758241.990471,118.712836656173,16.0,34.7,3.8060020325309036,36.5355064781905,42.1102642783469,4832811750.0,2.53302488224136,16350.0,3.00906223797152,96.72417593002322,4.70732021331787,8.25,7.69774456084367,100.0,76.49538624744093,662.781395348837,37.0625,968310.5031118735,144.0,0.7927416641621845,119.2209554,148685.0,278649.0,18064.6044272186,0.618,2.217,0.201,11.009,37.478,76.815,-0.065,-0.233,12.395,0.038
BRB,Barbados,2017,91481933.165,265841633.120924,124.24507403521,16.0,35.3,3.8060020325309036,35.7530937568935,40.6933689369671,4981588900.0,0.456290512904502,16490.0,5.35628630586353,96.72417593002322,4.36638021469116,8.61999988555908,10.4811182654448,100.0,76.49538624744093,645.035294117647,37.0625,968310.5031118735,172.0,0.7927416641621845,118.0445365,147106.0,279187.0,15372.294719020936,0.587,2.102,0.185,10.952,37.777,76.936,-0.065,-0.233,12.097,0.037
BRB,Barbados,2018,241596499.9,533906813.039013,128.809607088726,16.0,35.3,3.8060020325309036,35.5248066264005,39.9389227579115,5097283200.0,-1.02713910017275,17020.0,7.045267463931206,88.7468719482422,5.42886018753052,8.31999969482422,9.76835054423667,100.0,76.49538624744093,645.035294117647,37.0625,968310.5031118735,211.0,0.7927416641621845,117.7476331,146039.0,279688.0,15372.294719020936,0.556,1.986,0.174,10.913,38.069,77.067,-0.065,-0.232,11.778,0.036
BRB,Barbados,2019,215370128.6,772118649.502051,134.091174070188,16.0,35.6,3.8060020325309036,36.4821336338451,37.9706061886651,5324250000.0,-0.131147253497488,17630.0,7.045267463931206,90.0936737060547,3.20398998260498,8.40999984741211,16.7235150041286,100.0,76.49538624744093,645.035294117647,37.0625,968310.5031118735,243.0,0.7927416641621845,117.5408666,143823.0,280180.0,15372.294719020936,0.553,1.975,0.177,10.885,38.353,77.257,-0.065,-0.232,11.447,0.035
BRB,Barbados,2020,262100000.0,1358013876.08841,97.7697352271476,17.333333333333332,34.94444444444444,3.8060020325309036,29.741213236868,36.7963097735348,4671800000.0,-13.3110215258234,16230.0,7.045267463931206,96.0407562255859,3.05817008018494,10.3769998550415,14.2672712277857,100.0,76.49538624744093,645.035294117647,37.0625,968310.5031118735,230.0,0.7927416641621845,105.0970277,137621.0,280693.0,15372.294719020936,0.529,1.886,0.19,10.859,38.628,77.393,0.0,0.0,11.119,0.034
BRB,Barbados,2021,238735064.3,1672884485.22112,97.7697352271476,17.333333333333332,34.94444444444444,3.8060020325309036,30.3749122589702,40.4713241669763,4843800000.0,-0.189272866293138,16900.0,7.045267463931206,98.4707565307617,6.45361995697021,10.4130001068115,9.907836663668178,99.99891408284505,76.4953862474409,645.035294117647,37.0625,968310.5031118735,265.0,0.7927416641621845,112.6006401,139147.0,281200.0,15372.294719020936,0.513,1.825,0.171,10.832,38.904,77.571,-0.028,-0.1,10.756,0.033
BLR,Belarus,2000,118800000.0,350495841.300002,16.0506056584144,30.08823529411765,78.36666666666666,7.28213789287418,69.2108213448948,72.3983446101294,12736856827.9847,5.80000344007455,1380.0,24.412137322801,102.324920654297,6.19661998748779,12.2620000839233,10.2617246281898,100.0,89.8339481,49.1994182606981,26.0,453.0,2515.0,0.722100019454956,0.481188384,4806409.0,9979610.0,5994.55725732174,-39.47,-3.847,-0.486,9.601,35.529,69.18,-10.419,-1.015,10.112,0.994
BLR,Belarus,2001,95800000.0,390676493.528801,25.8631326997578,30.08823529411765,78.36666666666666,13.7361692389034,66.7476067360771,70.2973237369855,12354820143.8849,4.72530599387508,1300.0,21.7175599189435,106.733108520508,5.145429955588447,11.5539999008179,9.87626739061371,100.0,89.8339481,48.9476878327746,23.0,581.0,3691.0,0.708760023117065,1.356006073,4850471.0,9928549.0,6453.90530834298,-48.249,-4.727,-0.595,9.455,35.872,68.864,-12.414,-1.216,9.39,0.907
BLR,Belarus,2002,247100000.0,687361275.148582,36.864675221105,30.08823529411765,78.36666666666666,8.22874079377792,63.6275159440361,67.3745423382546,14594249022.8922,5.04526748002185,1380.0,20.6357792970469,132.676574707031,5.145429955588447,10.9069995880127,10.1478237278897,100.0,89.8339481,48.6394911995267,22.0,612.0,6366.0,0.620899975299835,4.564502119,4888427.0,9865548.0,6927.55456783626,-57.455,-5.665,-0.7,9.274,36.174,68.484,-13.52,-1.333,8.695,0.819
BLR,Belarus,2003,171800000.0,636538852.309087,47.3334466749698,80.0,78.36666666666666,5.70640144257951,65.156379906358,68.9854723668665,17827791321.3067,7.04319255874692,1630.0,22.8772100490089,103.189079284668,5.145429955588447,10.3240003585815,5.069719297166365,100.0,89.8339481,48.3002958142287,19.0,631.0,7817.0,0.611469984054565,11.10683042,4920176.0,9796749.0,7616.45895157519,-54.556,-5.416,-0.676,9.317,36.457,68.939,-13.488,-1.339,8.067,0.756
BLR,Belarus,2004,163800000.0,836974642.741323,55.9047019795301,80.0,78.36666666666666,7.48234889717254,67.8863333586708,74.2501770290328,23144351851.8519,11.4497431053961,2170.0,26.8987133889958,102.71907043457,5.7122597694397,9.81999969482422,5.069719297166365,100.0,90.58935561,47.9766579557221,16.0,719.0,8226.0,0.627590000629425,22.39351493,4948814.0,9730146.0,8781.63643780397,-51.347,-5.131,-0.643,9.439,36.732,69.406,-12.943,-1.293,7.505,0.707
BLR,Belarus,2005,306600000.0,1341819426.53214,61.6846217217237,80.0,137.2,11.9819637824991,59.7978087236099,59.08654296872,30207567316.6202,9.40000152357688,2820.0,27.9556669960702,98.8684463500977,5.8710298538208,9.0629997253418,5.069719297166365,100.0,91.34498087,47.6453926933886,13.0,718.0,8849.0,0.678520023822784,41.26253389,4970375.0,9663915.0,9984.19255747154,-52.907,-5.322,-0.652,9.58,36.99,69.416,-11.902,-1.197,6.951,0.661
BLR,Belarus,2006,357100000.0,1386410520.73254,66.0007742985638,70.0,137.2,10.5578096497911,60.0613117690842,64.2337921203023,36954312354.3124,9.99999481247372,3510.0,29.5583704441949,97.6510696411133,6.07696008682251,8.39999961853027,5.069719297166365,100.0,92.10082389,47.3382158698866,10.0,683.0,9368.0,0.660650014877319,60.35626399,4987710.0,9604924.0,11389.55165644,-46.39,-4.695,-0.568,9.946,37.232,69.988,-9.732,-0.985,6.373,0.623
BLR,Belarus,2007,1807300000.0,4178575862.32941,71.5624963519243,49.0,120.8,11.276287818784,60.9430527153212,67.2108252637516,45277399813.6067,8.6000065362481,4310.0,29.1343724560105,96.3097534179688,5.15210008621216,7.6729998588562,6.84562039568741,100.0,92.85688466,47.1215032035485,8.0,643.0,4961.0,0.962029993534088,70.83258616,5005125.0,9560953.0,12756.6346295883,-34.852,-3.544,-0.42,10.614,37.476,70.762,-6.448,-0.656,5.79,0.599
BLR,Belarus,2008,2187900000.0,3063153364.72563,82.1808511686493,32.0,117.4,14.1727231178059,60.9377552183976,68.6617233270771,60763483146.0674,10.1999994395436,5470.0,30.5020223313209,99.112922668457,5.145429955588447,7.03200006484985,5.83950563083851,100.0,93.61316319,46.9590192212913,7.0,602.0,5376.0,0.741469979286194,83.04193393,5020103.0,9527985.0,14383.16738581,-32.286,-3.297,-0.358,11.06,37.711,70.922,-2.728,-0.279,5.252,0.566
BLR,Belarus,2009,1876500000.0,5640214197.2805,92.8197017390843,13.0,99.9,-0.0093170491459631,48.8764618241933,59.759183004167,50874078052.2735,0.199995310014472,5660.0,26.0401405997412,105.845222473145,4.3689398765564,6.09999990463257,5.16263957810952,100.0,94.36965947,46.8729168721033,6.0,578.0,5518.0,0.621670007705688,99.26716397,5031202.0,9504583.0,14553.7953661949,-27.393,-2.807,-0.259,11.733,37.921,71.094,2.166,0.222,4.785,0.543
BLR,Belarus,2010,1393400000.0,5025440611.53055,100.0,13.0,80.8,8.01574304616742,51.3728853529564,64.545087636347,57222490768.7143,7.79826682269731,6150.0,26.8553694641388,106.972717285156,5.22003984451294,6.25299978256226,4.25663993369408,100.0,95.12637351,46.7746821094135,5.0,587.0,5735.0,0.669130027294159,106.1807277,5037008.0,9483836.0,15906.7561959696,-32.221,-3.312,-0.281,11.523,38.1,71.122,4.892,0.503,4.387,0.493
BLR,Belarus,2011,4002400000.0,7863285897.42622,153.228698311817,13.0,63.0,1.1075902379833,78.4653615193087,79.5088935540041,61757788944.7236,5.37870744981015,6340.0,32.7218067014923,107.90567779541,4.68479013442993,6.16599988937378,3.96163017789313,100.0,95.8833053,46.6865704006702,5.0,594.0,5916.0,0.677600026130676,110.177396,5038300.0,9461643.0,17166.6956434719,-29.131,-3.002,-0.222,11.638,38.256,71.516,7.578,0.781,4.056,0.457
BLR,Belarus,2012,1463600000.0,8094992776.16545,243.97032896394,13.0,54.3,8.40526692375767,78.7769072783938,74.3083620349781,65685102554.8759,1.68713553642841,6630.0,31.2364447614545,104.076461791992,4.95964002609253,6.05100011825562,3.61047441102809,100.0,96.64045485,46.6438075994283,4.0,572.0,6181.0,0.646030008792877,110.1376877,5039779.0,9446836.0,17801.9186985095,-14.351,-1.481,-0.051,12.264,38.394,72.614,9.425,0.973,3.777,0.445
BLR,Belarus,2013,2246100000.0,6654216939.69032,288.646812458566,12.0,50.5,8.34923853043898,58.3335781066769,61.4823871290472,75527984234.2342,1.00347084085645,7030.0,28.4371284135631,100.264938354492,5.0094199180603,6.00600004196167,3.53371814427375,100.0,97.39782216,46.651209896013,4.0,599.0,4387.0,0.651910006999969,114.686658,5045479.0,9443211.0,18271.7542904885,-10.799,-1.115,-0.003,12.544,38.526,72.989,10.496,1.083,3.542,0.429
BLR,Belarus,2014,1862000000.0,5067715364.28753,340.948328529255,12.0,50.3,3.19779212158411,54.941004057247,55.7104203103354,78813839984.3506,1.72638485417002,7620.0,27.4692468670913,98.6679077148438,4.81830978393555,5.99399995803833,3.6048483938598,100.0,98.15540722,46.6931693854418,4.0,919.0,4296.0,0.505479991436005,117.6215475,5056566.0,9448515.0,18903.1590190042,-6.705,-0.692,0.057,12.565,38.664,73.585,12.222,1.262,3.332,0.405
BLR,Belarus,2015,1652300000.0,4172797260.41231,387.093945157895,9.0,51.9,-1.95797457076635,58.0107665670743,57.9040596348719,56454734396.5842,-3.82957055828379,6750.0,28.9087752048414,96.76220703125,4.78751993179321,5.84000015258789,3.45360055867816,100.0,98.16978459,46.767611256222,4.0,1805.0,4117.0,0.499989986419678,118.016106,5072872.0,9461076.0,18347.1407011402,-5.47,-0.565,0.085,12.547,38.812,73.987,13.681,1.411,3.135,0.381
BLR,Belarus,2016,1246900000.0,4907608003.26984,432.912632614287,9.0,52.7,-2.45222563030913,62.5093471231924,62.6999757764695,47722657820.6675,-2.52644643552364,5640.0,26.4031315337708,96.8677520751953,4.94654989242554,5.84000015258789,3.25017748933423,100.0,98.18416196,46.826346656153,11.0,1647.0,3831.0,0.500630021095276,117.8382404,5088298.0,9469379.0,18066.3006624014,-8.468,-0.873,0.07,12.213,38.969,74.258,15.258,1.573,2.939,0.349
BLR,Belarus,2017,1276300000.0,7315236708.5196,459.025218055968,9.0,52.9,3.47355804367527,66.7896002012327,66.5781545217791,54726595249.1849,2.53218350023035,5320.0,28.0170376422483,101.681007385254,4.79499006271362,5.65000009536743,2.53961992259873,100.0,98.19853933,47.41435271920648,11.0,2155.0,3650.0,0.584110021591187,117.5863907,5076833.0,9458989.0,13135.5987840806,-23.179,-2.391,-0.075,10.755,39.17,74.452,15.937,1.644,2.738,0.29
BLR,Belarus,2018,1426500000.0,7157559690.48716,481.390313879142,9.0,53.3,4.26294638821084,70.4550452625374,68.9386909876332,60031262269.3365,3.14919759374963,5730.0,29.2001588950921,104.61791229248,5.38111019134521,4.76000022888184,2.39087279022789,100.0,98.2129167,47.41435271920648,11.0,2225.0,3526.0,0.604430019855499,119.8449004,5068873.0,9438785.0,13135.5987840806,-33.087,-3.417,-0.179,9.86,39.428,74.568,15.731,1.624,2.532,0.244
BLR,Belarus,2019,1273300000.0,9393817368.90426,508.339294380209,8.5,53.3,3.61537041752365,65.0945839929757,65.7558221092078,64409647193.8044,1.40000000000001,6370.0,27.8846734668279,108.761741638184,4.97947978973389,4.15999984741211,2.38034558174535,100.0,98.22729407,47.41435271920648,11.0,2725.0,3425.0,0.577329993247986,120.1910673,5042341.0,9419758.0,13135.5987840806,-40.943,-4.235,-0.267,9.644,39.709,74.216,15.082,1.56,2.325,0.217
